Protein.Acc,uniprot,Protein.Descriptions,up/low,P value.(up/low),length,Mass,pI,charge,alphaHelixIndex,BetaSheet,hdrophobicity,instabilityIndex
AT3G62370.1,Q9LZQ3,heme binding,1.731071878,7.99919e-6,361,39852.19794,4.449655329069819,-25.980931007484646,0.9004546807489596,0.6760558543660734,-0.37008310249307486,44.08227146814404
AT3G62450.1,Q9LZP5,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 35 Blast hits to 35 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,0.441178235,3.37903e-6,74,8454.78764,9.041947146051694,0.9675300173335053,0.7467478606907098,0.7238263827991317,-0.3202702702702703,38.43918918918919
AT3G62460.1,Q9LZP4,Putative endonuclease or glycosyl hydrolase,1.096641423,0.011231763,200,22472.83644,9.921299027471699,8.111560406829442,0.5972454244920926,0.7017381994088902,-0.3975,37.722
AT3G62530.1,Q94K48,ARM repeat superfamily protein,0.848305344,0.086819819,221,24503.03614,6.5272677466875715,-2.8901868690203925,0.7602206450870507,0.6840066821500588,-0.2199095022624435,58.183257918552044
AT3G62560.1,Q8VYP7,Ras-related small GTP-binding family protein,0.674101008,0.005359582,193,21939.33684,7.072918568896655,-1.3044417169731086,0.7542807893526097,0.7467008344880951,-0.1295336787564767,23.486528497409324
AT3G62580.1,Q945P5,Late embryogenesis abundant protein (LEA) family protein,1.249119096,0.039165377,213,23581.62354,10.338287652773904,9.439900282143034,0.5657003923559799,0.637367546558645,0.32300469483568073,26.557746478873234
AT3G62600.1,Q9LZK5,DNAJ heat shock family protein,0.594298972,1.78047e-4,346,39199.56344,6.203154460867467,-6.799424122804989,0.8340246768511853,0.8964283046806173,-0.616184971098266,37.42283236994219
AT3G62720.2,Q9LZJ3,xylosyltransferase 1,0.66567267,2.27254e-5,460,53382.09734,8.26240394962453,0.987328086047516,0.994822072667697,0.7627408875243364,-0.5628260869565218,37.77956521739131
AT3G62810.1,Q9LZI4,complex 1 family protein / LVR family protein,1.066112541,0.592830074,106,11822.56544,8.998170732164148,0.9793946459746969,0.754442511208718,0.6881414991525646,-0.4283018867924528,25.48867924528302
AT3G62830.1,Q9LZI2,NAD(P)-binding Rossmann-fold superfamily protein,0.67309035,3.26116e-4,445,49971.34084,9.528129465311526,7.161567953222626,0.8317989979552614,0.6871881811053211,-0.32786516853932585,31.15213483146067
AT3G62870.1,Q9LZH9,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein,0.916443517,0.160585083,256,29034.49774,10.868035231232758,33.03725584296859,0.6689899343871791,0.7015164452681713,-0.567578125,29.63828125
AT3G62920.1,Q9LYC9,unknown protein; Has 25 Blast hits to 25 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 25; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.715507877,1.03348e-4,80,9146.53094,9.631038798353622,2.0110211828348423,0.7799162969861295,0.6869490186575591,-0.3125,53.005
AT3G63080.1,Q9LYB4,glutathione peroxidase 5,2.166326598,1.93794e-6,173,19327.03414,9.689021517455387,6.068123393234524,0.5872571421572854,0.7390065165061326,-0.34277456647398846,30.13005780346821
AT3G63090.1,Q9LYB3,Ubiquitin carboxyl-terminal hydrolase family protein,0.947001834,0.180032954,404,47810.60974,9.813701652235508,11.771697550876283,0.8252564103487156,0.7836017469032285,-0.5163366336633664,34.96732673267327
AT3G63130.2,Q9LE82,RAN GTPase activating protein 1,0.907378283,0.050299837,535,58826.88104,4.342485821219762,-43.42427060394,0.7812745324180237,0.7842935962449039,-0.39364485981308417,40.462990654205605
AT3G63150.1,Q93Z33,MIRO-related GTP-ase 2,0.552745305,2.57682e-6,643,71407.77704,5.290841861997652,-12.61262178488346,0.9293992095680296,0.7501576316156403,-0.21119751166407466,48.76531881804044
AT3G63170.1,Q9M1X2,Chalcone-flavanone isomerase family protein,0.849438978,0.0124533,279,30394.45964,7.620744266294378,-0.5823070753820309,0.6857627215294125,0.8311487491074409,-0.11827956989247314,41.849820788530465
AT3G63260.1,O22100,Protein kinase superfamily protein,2.616503369,1.01222e-6,391,42582.55964,6.6614192137864325,-7.495164903914862,0.6476202208411109,0.7455582032775007,-0.29641943734015347,28.70153452685422
AT3G63390.1,Q1H5D6,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,1.270311298,0.060796454,175,19161.88534,5.399713688639445,-5.256570421516244,0.6166077121875706,0.7970945191703581,-0.3302857142857143,32.853142857142856
AT3G63410.1,Q9LY74,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,1.100130165,0.472483165,338,37926.72624,9.520567448682584,6.823550836074176,1.0172461144204248,0.6133740175101399,-0.26804733727810653,40.71153846153846
AT3G63420.1,Q9LY73,Ggamma-subunit 1,1.963316721,1.5352e-5,98,10947.37714,4.175764896602367,-11.872046106091574,0.6670059423177711,0.6739243369614211,-0.3163265306122449,38.323469387755104
AT3G63440.1,Q9LY71,cytokinin oxidase/dehydrogenase 6,1.239545844,0.083473099,533,59999.79494,9.114536420321096,5.721182762619725,0.8302709272785292,0.8805888976850934,-0.150281425891182,43.82851782363978
AT3G63490.1,Q9LY66,Ribosomal protein L1p/L10e family,1.522371074,9.7823e-4,346,37632.39324,9.8996662972136,8.124092102799194,0.6724219543351263,0.7742885850801663,-0.24479768786127168,34.432947976878616
AT3G63520.1,O65572,carotenoid cleavage dioxygenase 1,0.699192742,2.93926e-4,538,60908.11084,6.47252118592785,-11.375079064150698,0.7432254522733687,0.7759407288855016,-0.25,32.123048327137546
AT3G66654.2,Q9C835,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein,0.742824635,0.001334947,236,26427.42324,9.405566246616068,3.4562931947665465,0.6410045763053431,0.7460239950314144,-0.3644067796610169,32.49110169491525
AT4G00026.1,Q2V3L9,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: cultured cell; CONTAINS InterPro DOMAIN/s: Mitochondrial inner membrane translocase complex, subunit Tim21 (InterPro:IPR013261); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",0.676401717,4.32533e-4,269,30047.35114,10.279206153562036,14.333595453704099,0.8162450606045969,0.7660606614815898,-0.49182156133829,43.886988847583645
AT4G00090.1,Q93ZN5,Transducin/WD40 repeat-like superfamily protein,0.823577093,5.65939e-4,430,46550.97034,8.630462957894553,3.5704246206478736,0.6151898930413521,0.8422283621153124,-0.2804651162790698,36.1053488372093
AT4G00100.1,P59224,ribosomal protein S13A,1.364969375,0.00266468,151,17085.09134,11.07388230541494,19.724660050554114,0.8004458142664429,0.8717975210826885,-0.4993377483443709,49.65960264900663
AT4G00170.1,Q84WW5,Plant VAMP (vesicle-associated membrane protein) family protein,1.07753723,0.177861495,239,26374.32464,7.213411569613346,-1.7941977321723108,0.7403381259115519,0.8025969961246134,-0.30669456066945605,46.37154811715481
AT4G00290.1,Q8VZL4,Mechanosensitive ion channel protein,0.549724638,9.76136e-5,497,53884.20194,9.377925806574195,6.536766776785729,0.8129795818710114,0.773542891665457,0.09255533199195169,30.237424547283702
AT4G00340.1,O23068,receptor-like protein kinase 4,1.865470967,1.03328e-4,818,90827.40484,8.001025309225652,-0.9549009905536046,0.7874155143743929,0.8499046280223491,-0.22506112469437656,42.31479217603912
AT4G00530.1,Q6DYB5,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 9 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G01725.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.724439754,0.001058936,71,7722.85664,9.692803959459873,1.964727719773515,0.6651804644412544,0.38209078030924437,-0.4591549295774648,38.09718309859155
AT4G00570.1,Q8L7K9,NAD-dependent malic enzyme 2,0.821815407,0.007590101,607,66640.71584,7.073952481628716,-4.6258124621665395,0.7054348338254695,0.6207946549694255,-0.09192751235584845,32.49785831960461
AT4G00585.1,Q8VZT9,unknown protein; Has 47 Blast hits to 47 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 3; Fungi - 7; Plants - 33; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink).,0.604335347,0.003177308,88,9858.37854,9.892076917057635,4.165570033563043,0.5108213123315357,0.6667136591448578,-0.5920454545454545,28.695454545454545
AT4G00710.1,Q8W4L3,BR-signaling kinase 3,2.041134786,4.81706e-7,489,54913.61944,6.154708310636502,-12.078051924163413,0.7972854006635618,0.7205506091183067,-0.37382413087934563,43.74069529652352
AT4G00740.1,Q93W95,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.697280447,2.20986e-5,600,67555.11864,9.058737379832914,9.266546081072592,0.7765355305610151,0.8002658440807591,-0.21466666666666667,50.432166666666674
AT4G00810.1,O23095,60S acidic ribosomal protein family,0.867648072,0.092989844,113,11306.78094,3.9544967243914675,-10.327053485269566,0.6504822169081647,0.4611304109509471,0.1584070796460177,57.92920353982301
AT4G00860.1,Q38842,Protein of unknown function (DUF1138),0.854017703,0.229170464,80,8605.89504,9.231198730306854,1.6761833528228567,0.4660142712868412,0.40695886603631853,-0.0625,33.713750000000005
AT4G00900.1,O23087,ER-type Ca2+-ATPase 2,0.722637299,1.11443e-4,1054,115829.93554,5.1315250306741556,-25.723435430572707,0.7644619141208555,0.7484737176399324,0.08728652751423148,36.307115749525614
AT4G01040.1,Q9M159,Glycosyl hydrolase superfamily protein,0.649751261,7.16316e-4,430,49142.39964,9.446153179065961,6.417441311681367,0.7007028707216266,0.6999816226386785,-0.3058139534883721,53.674186046511636
AT4G01050.1,Q9M158,thylakoid rhodanese-like,1.189788211,0.080214982,466,49387.29404,4.9350839574552365,-7.094536144690979,0.670120375761064,0.6421626698312298,-0.17231759656652362,51.3
AT4G01100.1,O04619,adenine nucleotide transporter 1,0.571532274,6.82766e-6,352,38325.21734,9.909683337524404,11.057531494805916,0.7525428406819027,0.7511785379712056,0.0036931818181818133,26.798863636363638
AT4G01150.1,O04616,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: thylakoid, chloroplast thylakoid membrane, chloroplast, plastoglobule, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G38100.1); Has 323 Blast hits to 323 proteins in 59 species: Archae - 0; Bacteria - 107; Metazoa - 0; Fungi - 0; Plants - 206; Viruses - 0; Other Eukaryotes - 10 (source: NCBI BLink).",0.904447118,0.48850695,164,17697.63614,9.658218266357183,3.647290764708325,0.5437799907021387,0.6199664522227794,0.20060975609756096,36.201219512195124
AT4G01210.1,Q9M147,glycosyl transferase family 1 protein,0.668809567,9.75487e-5,1031,119398.80214,8.7015705225692,5.290845048045377,0.7888197795698553,0.8822838409845309,-0.43326867119301654,41.009408341416105
AT4G01320.1,Q8RX88,Peptidase family M48 family protein,0.887466075,0.282062432,424,48482.01694,8.354947475907828,0.7509955246307118,0.7606775288314526,0.6335112015096831,0.3306603773584905,39.8497641509434
AT4G01660.1,Q9SBB2,ABC transporter 1,0.68921739,1.75272e-5,623,68627.31004,5.544297949906964,-7.573463482379165,0.7569138193379058,0.6985809766035743,-0.2537720706260032,42.28635634028892
AT4G01690.1,P55826,Flavin containing amine oxidoreductase family,0.993605857,0.92257976,537,57695.39664,9.426083153550577,8.159926044191195,0.8126333610221668,0.8003488286802838,-0.13109869646182495,37.452327746741155
AT4G01850.1,P17562,S-adenosylmethionine synthetase 2,1.341298617,0.02003563,393,43255.06884,5.9410025025240465,-11.9806273267195,0.842050870578974,0.7241267554487131,-0.3526717557251908,24.823409669211195
AT4G01900.1,Q9ZST4,GLNB1 homolog,1.242372828,0.002967432,196,21275.39894,9.529840228644517,4.0973929914162515,0.6268592697097588,0.6491266005834351,-0.13622448979591836,40.10306122448979
AT4G01990.1,Q93WC5,Tetratricopeptide repeat (TPR)-like superfamily protein,1.034671202,0.540283615,502,56941.58464,7.01149710344519,-5.562941128832307,0.8714945204380805,0.6210568346949007,-0.3137450199203187,34.37151394422311
AT4G02080.1,O04834,secretion-associated RAS super family 2,1.028112904,0.564855492,193,22030.46464,7.70251990337125,-0.30630034318580845,0.7542807893526097,0.7555546227002087,-0.17046632124352334,25.26321243523316
AT4G02195.1,Q9SWH4,syntaxin of plants 42,1.428017778,0.035370475,323,36432.41344,6.639390052142691,-3.8489585193532116,0.6988614341433306,0.7027946312007705,-0.5328173374613003,55.48452012383901
AT4G02230.1,P49693,Ribosomal protein L19e family protein,1.173470032,0.008874753,208,24201.61584,11.96323881693173,44.70326759265012,0.9937478789979884,0.7213631638086602,-1.0975961538461538,55.47115384615385
AT4G02350.1,O81298,exocyst complex component sec15B,1.105292602,0.026343632,787,88370.98114,6.394707334840796,-14.137267907963164,0.9510445927588453,0.885377897854993,-0.22998729351969507,42.341296060991105
AT4G02370.1,O81296,"Protein of unknown function, DUF538",0.785233703,0.002936589,167,18356.12774,4.872586219025671,-4.521215724147861,0.6446557618508213,0.6468477136846579,0.23233532934131734,44.60778443113773
AT4G02500.1,O22775,UDP-xylosyltransferase 2,0.882766114,0.072419319,461,53094.68594,6.98393041099771,-5.306854496088864,1.034175330838074,0.7627408875243364,-0.5078091106290673,34.30195227765727
AT4G02510.1,O81283,translocon at the outer envelope membrane of chloroplasts 159,1.059806552,0.54436705,1503,160818.68024,4.167080002437021,-133.53877710313907,0.8828166922331387,0.8055527297396293,-0.4791084497671324,43.09121756487026
AT4G02530.1,O22773,chloroplast thylakoid lumen protein,0.903179976,0.55452587,216,23662.844540000002,8.996691747112925,1.6605193199447235,0.6066808302938909,0.49064091519881287,-0.3060185185185186,47.1824074074074
AT4G02580.1,O22769,"NADH-ubiquinone oxidoreductase 24 kDa subunit, putative",0.859603936,0.016122454,255,28388.60714,8.032541123079001,-0.09647349154819462,0.6664211085185836,0.5794443065512599,-0.3596078431372549,45.220784313725495
AT4G02600.2,O49621,Seven transmembrane MLO family protein,1.88015564,1.58599e-4,526,59125.90284,8.68760691709414,3.882240852632437,0.6986094799146509,0.6762287479414607,0.1918250950570342,28.6180608365019
AT4G02620.1,Q9ZQX4,vacuolar ATPase subunit F family protein,0.971969632,0.419410162,128,14259.38824,6.5305889284777106,-1.017372324621081,0.8434685643872947,0.6182098733730425,0.01093749999999999,39.907812500000006
AT4G02820.1,Q9SY07,Pentatricopeptide repeat (PPR) superfamily protein,1.079380811,0.084894279,532,60132.58164,9.548077012968553,12.144814779123235,1.0229805874285804,0.7054323437742502,-0.34887218045112783,28.484962406015036
AT4G02930.1,Q9ZT91,GTP binding Elongation factor Tu family protein,0.868974829,0.036110132,454,49409.81584,6.684296212142866,-5.136157594367035,0.6818493776080968,0.7723398415014205,-0.11740088105726873,38.80682819383261
AT4G03390.1,Q6R2K3,STRUBBELIG-receptor family 3,1.57876354,4.89034e-5,776,84719.81794,5.995839264593394,-15.529957105180701,0.8327041204128242,0.8198397153237251,-0.17474226804123713,47.50541237113402
AT4G03430.1,Q9ZT71,pre-mRNA splicing factor-related,0.940312932,0.664462299,1029,115575.88774,7.247746215484506,-6.070087665185674,0.9085359112999561,0.8450427738241746,-0.5322643343051506,40.18367346938776
AT4G03520.1,Q9SEU8,Thioredoxin superfamily protein,1.147553581,0.181603571,186,20312.426339999998,9.635235858095879,4.810938001169296,0.6017423660737398,0.817842409428124,-0.06881720430107528,54.634946236559145
AT4G03550.1,Q9ZT82,glucan synthase-like 5,1.921458893,1.34824e-5,1780,206912.39444,9.247625242287576,19.485735683874342,0.8661069771481348,0.869962959164015,-0.03415730337078654,39.157303370786515
AT4G03560.1,Q94KI8,two-pore  channel 1,0.804934538,0.025397583,733,84873.34734,4.619713013473943,-26.077888562653087,0.8503822222078502,0.7807537326249027,0.24392905866302864,35.1581173260573
AT4G04020.1,O81439,fibrillin,1.600141866,5.18131e-5,318,34948.46034,5.246426311892662,-4.322350420851239,0.6635643770829183,0.800938955018869,-0.2676100628930818,47.34559748427674
AT4G04180.1,O81459,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.431674446,3.47833e-6,609,67331.16654,5.537229181005525,-8.828916585589976,0.7947482795084077,0.8361405159776149,-0.40426929392446637,48.940065681445
AT4G04200.1,Q6NQE4,Microsomal signal peptidase 25 kDa subunit (SPC25),1.052491287,0.272089137,190,21227.78284,9.254168374734816,3.3557750972295715,0.6012199340594689,0.7128639739657524,0.03210526315789473,25.433684210526316
AT4G04340.1,Q9XEA1,ERD (early-responsive to dehydration stress) family protein,1.626403726,7.43623e-7,772,87607.33964,8.763062689581332,4.229760332594882,0.7068504063589823,0.8150610643434402,0.17577720207253886,39.18419689119171
AT4G04470.1,Q9ZS51,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein,0.815535975,0.035584732,190,21718.93734,11.290224471218222,21.012755445774978,0.6634728285498311,0.7518064319575857,0.19473684210526312,31.841052631578947
AT4G04640.1,Q01908,"ATPase, F1 complex, gamma subunit protein",1.018080289,0.862684813,373,40911.07494,8.170901001283323,0.4471302014202747,0.660665657251724,0.7473197984480525,-0.10509383378016086,42.45683646112601
AT4G04850.2,Q9M0Z3,K+ efflux antiporter 3,1.088999704,0.288178026,776,83790.68924,5.36207711315326,-9.512887415237925,0.7639885992660932,0.7636720009361667,0.36932989690721646,35.63041237113402
AT4G04910.1,Q9M0Y8,AAA-type ATPase family protein,1.220292242,6.32325e-6,742,81487.19364,5.984087716051457,-16.541119128754584,0.731785234234356,0.7358124111772285,-0.12021563342318062,32.23975741239892
AT4G04940.1,Q93YS7,transducin family protein / WD-40 repeat family protein,0.965805615,0.642268583,910,102217.22174,6.944006590080799,-10.528361845190066,0.7431727554737256,0.901925997503459,-0.13373626373626377,44.518241758241764
AT4G05160.1,Q9M0X9,AMP-dependent synthetase and ligase family protein,0.608130355,2.68591e-4,544,59850.18514,8.728763660977803,2.7923280168626516,0.7574133139800387,0.6761056986181765,-0.02426470588235296,35.51323529411765
AT4G05400.2,Q9M0V5,copper ion binding,0.995076788,0.924485975,250,27627.05044,10.044952491511127,11.047297016821828,0.736485440816897,0.6997974421683198,-0.7196,38.5848
AT4G05410.1,Q9M0V4,Transducin/WD40 repeat-like superfamily protein,1.152513434,0.007314652,504,56518.66924,6.181476230393293,-11.660304497180636,0.6952916594081546,0.6547156433773298,-0.7898809523809525,41.269841269841265
AT4G05530.1,Q9S9W2,indole-3-butyric acid response 1,0.726618523,3.22017e-4,254,26764.85224,8.6802745998626,1.4130163693850157,0.6268458693431461,0.6034058770121055,0.11535433070866141,33.62952755905512
AT4G08240.1,Q9SUF6,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.428318395,3.23025e-4,136,14557.12624,4.913916376676211,-7.249479893224226,0.7752124120962769,0.5658611367652474,-0.436764705882353,23.378676470588236
AT4G08950.1,Q9ZPE7,Phosphate-responsive 1 family protein,0.975109202,0.742132404,314,33599.41644,9.696629225028508,10.205598025796025,0.637494778448157,0.5839691819812175,-0.10286624203821658,28.420700636942673
AT4G09000.1,P42643,general regulatory factor 1,1.591054982,7.57247e-5,267,29931.58764,4.423485284780115,-18.62222684720156,0.7050933064988225,0.6507076584518988,-0.4400749063670412,43.72359550561798
AT4G09320.1,P39207,Nucleoside diphosphate kinase family protein,1.396939245,2.37934e-4,169,18813.79924,8.473804137368925,1.1111915787367939,0.6959914278006125,0.6885003856612245,0.005917159763313596,25.206508875739644
AT4G09580.1,Q8L586,SNARE associated Golgi protein family,0.985719322,0.841528478,287,32139.01154,10.166489887249286,11.749703363366919,0.5890123547084789,0.769699041348963,0.4066202090592334,46.10592334494773
AT4G09650.1,Q9SSS9,ATP synthase delta-subunit gene,0.941384447,0.477995644,234,25668.57264,9.688943614472532,2.9594975667400867,0.6780813086435055,0.5997823069683236,-0.04914529914529915,42.75512820512821
AT4G09670.1,Q9SZ83,Oxidoreductase family protein,1.138283073,0.003931872,362,39562.12834,5.689255979372347,-8.745989394984054,0.9081065359760934,0.7011330452262966,-0.11298342541436465,29.090883977900557
AT4G09730.1,Q56X76,RH39,1.0886632,0.022369719,621,68923.90224,10.592183403676952,29.677733206929325,0.7744558314265414,0.8177762723701965,-0.5178743961352658,45.75539452495974
AT4G09750.1,Q9SZ91,NAD(P)-binding Rossmann-fold superfamily protein,0.879619141,0.007069189,322,35159.04924,8.419754025037589,1.1028656830872814,0.6030104883928004,0.7484130088464032,-0.21708074534161492,33.667391304347824
AT4G10000.2,B9DFX0,Thioredoxin family protein,1.238475794,0.016605731,333,37056.11494,8.938969907528158,4.217982173689756,0.7103319280459933,0.7619366214187252,-0.34654654654654654,47.432432432432435
AT4G10320.1,Q9SV89,"tRNA synthetase class I (I, L, M and V) family protein",1.260733884,4.36781e-5,1190,135484.04224,6.225366774599882,-21.018450321610256,0.8434767105160642,0.952317710721172,-0.31714285714285717,38.71495798319327
AT4G10330.1,Q9SV88,glycine-rich protein,1.228830616,0.064473829,130,13535.51584,9.797035407406737,4.3776203842094805,0.6897307074941188,0.8251472497115273,-0.02461538461538463,27.051538461538463
AT4G10340.1,Q9XF89,light harvesting complex of photosystem II 5,0.982637051,0.846220111,280,30156.68144,6.294321086392492,-2.343125946905597,0.5991077431660213,0.5723056757027938,-0.025000000000000026,26.905
AT4G10430.1,Q93XX0,TMPIT-like protein,1.397009408,0.002753557,347,39894.93724,9.869697082766866,11.929748520647799,0.7190817818881832,0.7909208243892807,0.007492795389048973,43.967146974063404
AT4G10450.1,Q9SZX9,Ribosomal protein L6 family,1.085063681,0.004917616,194,21973.59644,10.172419287758679,8.40681330969762,0.7824803530510582,0.7681833023098394,-0.29381443298969073,24.826804123711337
AT4G10620.1,Q9ZSB8,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.996356845,0.961769664,597,66490.78944,9.83284781196875,12.402735715671549,0.8704099537102391,0.8259568594666272,-0.423785594639866,38.34924623115578
AT4G10750.1,O82487,Phosphoenolpyruvate carboxylase family protein,1.521692948,4.80198e-5,358,38404.48214,5.892298077088089,-8.160385594781296,0.6728266179949354,0.6904159835666698,-0.20754189944134083,35.08296089385475
AT4G10955.1,Q680C0,alpha/beta-Hydrolases superfamily protein,1.259558979,0.023507372,350,39473.95294,8.281509856102653,0.5773012614267294,0.8951840198641569,0.7285598767619824,-0.24914285714285714,37.23657142857142
AT4G11010.1,O49203,nucleoside diphosphate kinase 3,0.278152195,5.39616e-6,238,25734.41584,9.735225725145677,5.386176037964311,0.8113830422323971,0.696193062773259,-0.13319327731092437,34.2
AT4G11060.1,Q84J78,mitochondrially targeted single-stranded DNA binding protein,1.191739971,0.120558632,201,22237.35094,9.458791296000385,3.420486591360648,0.7882402593567146,0.5840497522890206,-0.3562189054726368,35.149253731343286
AT4G11120.1,Q5XF75,"translation elongation factor Ts (EF-Ts), putative",0.959407325,0.77500772,395,43191.28524,6.553766431942695,-2.6187563672455023,0.874609072745616,0.7257345125000616,-0.14126582278481015,41.122278481012664
AT4G11150.1,Q39258,vacuolar ATP synthase subunit E1,1.056798221,0.39222838,230,26059.99434,6.307669075505438,-3.2071304993255425,0.9266065048506946,0.7805364720162422,-0.4865217391304348,39.96173913043478
AT4G11220.1,Q9SUT9,VIRB2-interacting protein 2,0.783520677,6.61038e-4,271,30280.24574,8.92976883566252,2.4493492433182964,0.7810660378050617,0.653417110531339,-0.14354243542435427,49.71365313653136
AT4G11410.1,Q9LDY7,NAD(P)-binding Rossmann-fold superfamily protein,0.981892585,0.639070728,317,34803.51354,7.3226789218391914,-1.5288251457277189,0.63069106753734006,0.7365359266614768,-0.22082018927444794,33.50220820189274
AT4G11420.1,Q9LD55,eukaryotic translation initiation factor 3A,1.635195984,5.78009e-5,987,114299.52674,9.744040809039198,19.21524156484951,0.8233344434894326,0.7752102722104685,-0.7944275582573456,52.62877406281662
AT4G11600.1,O48646,glutathione peroxidase 6,1.358941389,1.92787e-4,232,25584.20604,9.85659185738762,8.071339983266984,0.7054347341463831,0.833968110120797,-0.2767241379310345,39.441810344827594
AT4G11860.1,Q8LE63,Protein of unknown function (DUF544),0.918130209,0.46989593,682,74427.81134,4.094566562019072,-62.11957789071417,0.684532781213559,0.7814912203282023,-0.5794721407624633,48.47961876832845
AT4G12300.1,Q9STI1,"cytochrome P450, family 706, subfamily A, polypeptide 4",0.921771595,0.660149255,516,58658.94084,6.729613527868239,-4.186189283615407,0.706431410344,0.7512168032431323,-0.14399224806201552,39.53391472868217
AT4G12340.1,Q9STH7,copper ion binding,0.488896889,0.069270929,170,19438.29274,9.530957736566748,4.781956034899007,0.8089790964976256,0.6320958671931431,-1.0405882352941176,62.440588235294115
AT4G12420.2,Q9SU40,Cupredoxin superfamily protein,3.865262172,2.5338e-7,587,65637.70874,9.464480800175078,9.051199537238167,0.7052741152574621,0.7828891871457955,-0.23628620102214654,27.43219761499148
AT4G12590.1,Q9SU27,"Protein of unknown function DUF106, transmembrane",0.908228273,0.117744247,246,27914.62204,10.07036037780938,4.976433839033604,0.7555723540117689,0.7296028393378781,0.03658536585365851,25.1239837398374
AT4G12650.1,Q9SU21,Endomembrane protein 70 protein family,1.170812493,0.036309673,652,74139.80804,6.083387392589242,-10.037695862644949,0.8077801697500413,0.8913025507677105,0.39570552147239263,37.999233128834355
AT4G12730.1,Q9SU13,FASCICLIN-like arabinogalactan 2,2.608301499,3.52851e-6,403,43448.41934,6.605469124595221,-4.8676391206551735,0.76940204902503,0.5229090344364877,-0.07617866004962781,38.812158808933006
AT4G13010.1,Q9SV68,"Oxidoreductase, zinc-binding dehydrogenase family protein",1.070578133,0.171631243,329,34436.05794,9.453848811448198,5.84788763521358,0.612521918056029,0.7775137041399119,0.03465045592705167,27.92279635258359
AT4G13200.1,Q8LDV3,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: thylakoid, chloroplast thylakoid membrane, chloroplast, plastoglobule; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 97 Blast hits to 97 proteins in 46 species: Archae - 0; Bacteria - 65; Metazoa - 2; Fungi - 0; Plants - 28; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).",1.412406499,4.28857e-4,185,20429.53374,4.974395010434731,-5.293517529191777,0.6604376475512898,0.9052306636315248,-0.6216216216216216,61.72216216216217
AT4G13430.1,Q94AR8,isopropyl malate isomerase large subunit 1,1.41100721,9.75487e-5,509,55014.00194,7.911426797283594,-1.3991269864623261,0.7179514689873555,0.7059940954918443,-0.1701375245579568,38.509430255402755
AT4G13510.1,P54144,ammonium transporter 1;1,1.827337617,5.15037e-4,501,53576.64894,7.467227687442547,-2.6526368849428583,0.5576136186968753,0.6230781719995854,0.3602794411177645,27.570858283433132
